# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Jan 20 06:34:56 2022
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1)
#
# COLUMN pl_name:        Planet Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_ratdor:      Ratio of Semi-Major Axis to Stellar Radius
# COLUMN pl_ratror:      Ratio of Planet to Stellar Radius
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_jmag:        J (2MASS) Magnitude
#
pl_name,default_flag,pl_orbper,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_ratdor,pl_ratror,st_teff,st_rad,sy_vmag,sy_jmag
Kepler-157 c,1,13.54050000,2.240,0.200,,,,,,5774.00,1.04,14.2060000,12.9390000
Kepler-157 d,1,7.02573474,1.460,0.130,,,,,0.01290,5866.00,1.03,14.2060000,12.9390000
Kepler-1570 b,1,26.54895500,1.070,0.095,,,,,0.01094,5550.00,0.89,14.2420000,12.4890000
Kepler-1571 b,1,3.38555488,1.520,0.136,,,,,0.00996,6297.00,1.39,13.9750000,12.4770000
Kepler-1572 b,1,5.49548621,0.940,0.084,,,,,0.00875,5618.00,0.95,13.8790000,12.6850000
Kepler-1573 b,1,2.61575540,1.200,0.107,,,,,0.01095,5808.00,1.00,15.3040000,14.0210000
Kepler-1574 b,1,6.94243340,1.290,0.115,,,,,0.01130,5892.00,1.08,15.1880000,13.9720000
Kepler-1575 b,1,2.55314213,1.310,0.117,,,,,0.01343,5667.00,0.92,15.5300000,14.2680000
Kepler-1576 b,1,6.98471973,1.040,0.093,,,,,0.00852,5876.00,1.06,13.4390000,12.1970000
Kepler-1577 b,1,6.30560247,1.130,0.101,,,,,0.01384,4862.00,0.74,15.2280000,13.4910000
Kepler-1578 b,1,1.45088691,1.040,0.093,,,,,0.01107,5545.00,0.86,15.5850000,14.1570000
Kepler-1579 b,1,0.84990789,0.840,0.075,,,,,0.01068,4584.00,0.70,15.4900000,13.4390000
Kepler-158 b,1,16.70918400,2.120,0.189,,,,,,4623.00,0.62,14.7430000,12.7220000
Kepler-158 c,1,28.55138300,1.900,0.170,,,,,,4623.00,0.62,14.7430000,12.7220000
Kepler-1580 b,1,56.64492790,2.110,0.188,,,,,0.00908,6228.00,2.15,12.6350000,11.5840000
Kepler-1581 b,1,6.28385491,0.800,0.071,,,,,0.00567,6022.00,1.23,12.4420000,11.3310000
Kepler-1582 b,1,4.83817712,1.490,0.133,,,,,0.04473,3208.00,0.30,17.9600000,13.2850000
Kepler-1583 b,1,9.32807355,0.600,0.054,,,,,0.00590,5645.00,0.91,12.9760000,11.6930000
Kepler-1584 b,1,13.39970990,1.610,0.144,,,,,0.01251,6069.00,1.13,15.1050000,13.9210000
Kepler-1585 b,1,3.58274630,1.790,0.160,,,,,0.01810,5538.00,0.91,16.3260000,14.5660000
Kepler-1586 b,1,15.60492120,1.520,0.136,,,,,0.00847,6681.00,1.75,13.2780000,11.9640000
Kepler-1587 b,1,9.40604670,1.330,0.119,,,,,0.00953,5933.00,1.22,14.1660000,12.9570000
Kepler-1588 b,1,7.84931739,0.760,0.068,,,,,0.00721,5817.00,0.99,13.9400000,12.7660000
Kepler-1589 b,1,0.99166527,1.090,0.097,,,,,0.00814,6166.00,1.25,15.0740000,13.8590000
Kepler-159 b,1,10.13962300,2.380,0.212,,,,,,4625.00,0.66,15.3860000,13.1040000
Kepler-159 c,1,43.59579200,3.410,0.304,,,,,,4625.00,0.66,15.3860000,13.1040000
Kepler-1590 b,1,7.61760804,1.140,0.102,,,,,0.00928,6053.00,1.16,14.1860000,13.0250000
Kepler-1591 b,1,8.18504949,1.270,0.113,,,,,0.00956,6082.00,1.16,14.8460000,13.5090000
Kepler-1592 b,1,3.05710069,1.540,0.137,,,,,0.01128,6213.00,1.28,14.9400000,13.6970000
Kepler-1593 b,1,174.50983500,3.170,0.283,,,,,0.03845,4995.00,0.77,16.1900000,14.1880000
Kepler-1594 b,1,2.71603809,1.060,0.095,,,,,0.00942,5946.00,1.08,14.9510000,13.6490000
Kepler-1595 b,1,4.56380468,1.230,0.110,,,,,0.01359,5203.00,0.80,15.5080000,14.0400000
Kepler-1596 b,1,66.37337900,1.900,0.170,,,,,0.01894,5706.00,0.92,15.6320000,14.2500000
Kepler-1597 b,1,2.94654179,1.060,0.095,,,,,0.00711,6377.00,1.39,14.2570000,13.2410000
Kepler-1598 b,1,4.34195123,0.950,0.085,,,,,0.00806,5940.00,1.09,13.9290000,12.7340000
Kepler-1599 b,1,122.36355300,1.620,0.145,,,,,0.01466,5767.00,0.99,14.9700000,13.7350000
Kepler-16 b,1,228.77600000,8.449,0.754,105.83300,0.33300,Mass,,,4450.00,0.65,12.1440000,9.8150000
Kepler-160 b,1,4.30939700,1.715,0.153,,,,10.620000,0.01399,5471.00,1.12,14.8160000,13.4600000
Kepler-160 c,1,13.69942900,3.760,0.335,,,,22.950000,0.03080,5471.00,1.12,14.8160000,13.4600000
Kepler-160 d,1,30.00000000,,,100.00000,0.31463,Mass,,,5471.00,1.12,14.8160000,13.4600000
Kepler-1600 b,1,386.37054800,3.130,0.279,,,,,0.03481,5214.00,0.82,16.0760000,14.3510000
Kepler-1600 c,1,7.29804993,1.942,0.173,,,,,,5119.00,0.83,16.0760000,14.3510000
Kepler-1601 b,1,2.20921951,0.820,0.073,,,,,0.00739,5869.00,1.07,13.8420000,12.6020000
Kepler-1602 b,1,11.17931605,1.340,0.120,,,,,0.00862,6296.00,1.36,13.3620000,12.3860000
Kepler-1603 b,1,2.27163926,1.290,0.115,,,,,0.00873,6241.00,1.31,15.3970000,14.1910000
Kepler-1604 b,1,0.68368426,1.410,0.126,,,,,0.01691,4976.00,0.76,15.2240000,13.3890000
Kepler-1605 b,1,85.75654950,1.080,0.096,,,,,0.01185,5280.00,0.82,12.5920000,11.0640000
Kepler-1606 b,1,196.43522400,2.070,0.185,,,,,0.02224,5422.00,0.86,15.3960000,13.8750000
Kepler-1607 b,1,13.64736760,0.920,0.082,,,,,0.00725,6116.00,1.21,13.9690000,12.5920000
Kepler-1608 b,1,16.47356860,1.730,0.154,,,,,0.02185,4992.00,0.72,16.2650000,14.4190000
Kepler-1609 b,1,114.34219000,2.220,0.198,,,,,0.01582,6132.00,1.27,15.1590000,13.9180000
Kepler-161 b,1,4.92135500,2.120,0.189,,,,,,5078.00,0.81,14.4060000,12.7670000
Kepler-161 c,1,7.06424000,2.050,0.183,,,,,,5078.00,0.81,14.4060000,12.7670000
Kepler-1610 b,1,8.70181574,1.610,0.144,,,,,0.01662,5383.00,0.87,16.0770000,14.3070000
Kepler-1611 b,1,5.17624290,0.810,0.072,,,,,0.00845,5605.00,0.93,14.6270000,13.1370000
Kepler-1612 b,1,3.91795101,1.030,0.092,,,,,0.00989,5643.00,0.94,14.9360000,13.4980000
Kepler-1613 b,1,1.51842990,2.080,0.186,,,,,0.01685,6005.00,1.12,14.1920000,12.9990000
Kepler-1614 b,1,3.94661410,1.490,0.133,,,,,0.01768,5121.00,0.76,16.0100000,14.5880000
Kepler-1615 b,1,47.31261920,2.060,0.184,,,,,0.01771,5865.00,1.05,14.6030000,13.4020000
Kepler-1616 b,1,6.76284377,1.020,0.091,,,,,0.00696,6266.00,1.34,13.4910000,12.5230000
Kepler-1617 b,1,27.47855720,1.200,0.107,,,,,0.00881,6167.00,1.22,13.8110000,12.6650000
Kepler-1618 b,1,6.10826019,1.260,0.112,,,,,0.00707,6620.00,1.65,13.6720000,12.7790000
Kepler-1619 b,1,23.62259130,0.760,0.068,,,,,0.00690,5852.00,1.00,13.4380000,12.2320000
Kepler-162 b,1,6.91979800,1.260,0.112,,,,,,5816.00,0.96,14.3510000,13.0410000
Kepler-162 c,1,19.44635500,3.030,0.270,,,,,,5816.00,0.96,14.3510000,13.0410000
Kepler-1620 b,1,101.95182900,1.610,0.144,,,,,0.01180,6157.00,1.23,13.6900000,12.5590000
Kepler-1621 b,1,92.26371400,2.160,0.193,,,,,0.01578,6158.00,1.24,15.1510000,13.9420000
Kepler-1622 b,1,10.81187370,1.470,0.131,,,,,0.00883,6436.00,1.50,13.4370000,12.4220000
Kepler-1623 b,1,4.36128348,1.310,0.117,,,,,0.01236,5772.00,1.00,15.2050000,13.7150000
Kepler-1624 b,1,3.29030452,5.700,0.509,,,,,0.10992,3636.00,0.47,16.5970000,13.1410000
Kepler-1625 b,1,287.37894900,6.060,0.541,,,,,0.05900,5677.00,0.94,16.2270000,14.3640000
Kepler-1626 b,1,4.13962966,2.020,0.180,,,,,0.00974,6826.00,1.85,14.3570000,13.2550000
Kepler-1627 b,1,7.20283653,3.690,0.329,,,,,0.04017,5445.00,0.84,13.1110000,11.6900000
Kepler-1628 b,1,76.37803300,6.430,0.574,,,,,0.11319,3724.00,0.52,17.8298000,14.1260000
Kepler-1629 b,1,3.87595807,0.770,0.069,,,,,0.00699,5776.00,1.01,12.7860000,11.5950000
Kepler-163 b,1,7.81093700,1.050,0.094,,,,,,5776.00,0.92,14.4670000,13.1940000
Kepler-163 c,1,21.34726200,2.260,0.202,,,,,,5776.00,0.92,14.4670000,13.1940000
Kepler-1630 b,1,509.99740200,2.190,0.195,,,,,0.03170,4736.00,0.63,14.2780000,12.4990000
Kepler-1631 b,1,4.09513932,1.350,0.120,,,,,0.01320,5679.00,0.95,15.6730000,14.2510000
Kepler-1632 b,1,448.30355800,2.470,0.220,,,,,0.01873,6137.00,1.19,13.2200000,12.0330000
Kepler-1633 b,1,186.40427100,1.580,0.141,,,,,0.01057,6256.00,1.32,13.5160000,12.4470000
Kepler-1634 b,1,374.87623900,3.190,0.285,,,,,0.03326,5474.00,0.89,14.6360000,13.1980000
Kepler-1635 b,1,469.63111000,3.640,0.325,,,,,0.03873,5347.00,0.85,15.8200000,14.3450000
Kepler-1636 b,1,425.47785000,3.230,0.288,,,,,0.02883,5797.00,1.02,15.8070000,14.6450000
Kepler-1637 b,1,6.10960324,0.890,0.079,,,,,0.00762,5789.00,1.02,13.3750000,12.1420000
Kepler-1638 b,1,259.33683000,1.870,0.167,,,,,0.01830,5710.00,0.95,14.7690000,13.5500000
Kepler-1639 b,1,9.87848200,2.580,0.230,,,,,0.02003,6150.00,1.18,14.5930000,13.5080000
Kepler-164 b,1,5.03503000,1.410,0.126,,,,,,5888.00,1.15,14.3790000,13.2540000
Kepler-164 c,1,10.94572300,2.730,0.244,,,,,,5888.00,1.15,14.3790000,13.2540000
Kepler-164 d,1,28.98676900,2.450,0.219,,,,,,5888.00,1.15,14.3790000,13.2540000
Kepler-1640 b,1,7.58441260,4.820,0.430,,,,,0.03087,6324.00,1.43,14.7540000,13.4900000
Kepler-1641 b,1,19.67226600,3.110,0.277,,,,,0.02418,6152.00,1.19,14.4900000,13.1610000
Kepler-1641 c,1,32.65721200,2.950,0.263,,,,,0.02331,6152.00,1.19,14.4900000,13.1610000
Kepler-1642 b,1,12.20575130,3.200,0.285,,,,,0.03527,5355.00,0.84,14.3190000,12.6130000
Kepler-1642 c,1,6.65138020,2.660,0.237,,,,,0.02946,5355.00,0.84,14.3190000,12.6130000
Kepler-1643 b,1,5.34264507,2.300,0.205,,,,,0.02360,5508.00,0.88,14.0720000,12.2840000
Kepler-1644 b,1,21.09077580,1.880,0.168,,,,,0.02013,5499.00,0.86,14.3970000,12.9890000
Kepler-1645 b,1,16.17795610,1.780,0.159,,,,,0.01619,5812.00,1.02,14.5660000,13.2860000
Kepler-1646 b,1,4.48558383,1.230,0.110,,,,,0.04439,3299.00,0.26,16.8419000,12.8720000
Kepler-1647 b,1,1107.59230000,11.874,1.059,483.00000,1.51968,Mass,,,6210.00,1.79,13.6680000,12.3760000
Kepler-1649 b,1,8.68909900,1.017,0.091,,,,44.770000,0.04020,3240.00,0.23,17.9500000,13.3790000
Kepler-1649 c,1,19.53527000,1.060,0.095,,,,76.800000,0.04200,3240.00,0.23,17.9500000,13.3790000
Kepler-165 b,1,8.18084800,2.320,0.207,,,,,,5211.00,0.77,15.0500000,13.4300000
Kepler-165 c,1,15.31299000,2.230,0.199,,,,,,5211.00,0.77,15.0500000,13.4300000
Kepler-1650 b,1,1.53818001,0.960,0.086,,,,,0.02625,3410.00,0.33,17.0700000,12.9900000
Kepler-1651 b,1,9.87863917,1.840,0.164,,,,,0.03355,3713.00,0.50,13.8600000,10.6480000
Kepler-1652 b,1,38.09722000,1.600,0.143,,,,91.000000,0.03870,3638.00,0.38,16.8600000,13.4540000
Kepler-1653 b,1,140.25240000,2.170,0.194,,,,146.700000,0.02860,4807.00,0.69,15.8640000,13.8800000
Kepler-1654 b,1,1047.83560000,9.180,0.819,158.91500,0.50000,Mass,370.300000,0.07138,5597.00,1.18,13.4970000,12.2810000
Kepler-1655 b,1,11.87287870,2.213,0.197,5.00000,0.01573,Mass,20.500000,0.01965,6148.00,1.03,11.0450000,10.0650000
Kepler-1656 b,1,31.57865900,5.020,0.448,48.60000,0.15291,Mass,38.700000,0.04191,5731.00,1.10,11.6400000,10.0460000
Kepler-1658 b,1,3.84937278,11.994,1.070,1868.84040,5.88000,Mass,4.040000,0.03690,6216.00,2.89,11.6200000,10.4750000
Kepler-166 b,1,7.65025400,2.270,0.203,,,,,,5413.00,0.74,14.8570000,13.3460000
Kepler-166 c,1,34.26028100,2.380,0.212,,,,,,5413.00,0.74,14.8570000,13.3460000
Kepler-166 d,1,1.55400393,1.730,0.154,,,,,0.01902,5350.00,0.83,14.8570000,13.3460000
Kepler-1661 b,1,175.06000000,3.870,0.345,17.00000,0.05349,Mass,,0.04651,5100.00,0.76,14.3570000,12.7290000
Kepler-1663 b,1,17.60460000,3.304,0.295,,,,,,3844.00,0.63,16.0690000,13.4180000
Kepler-1664 b,1,14.38680000,3.033,0.271,,,,,,5735.81,,13.6210000,12.4650000
Kepler-1665 b,1,11.95480000,2.839,0.253,,,,,,5049.84,0.78,13.7370000,12.1130000
Kepler-1666 b,1,25.84760000,2.883,0.257,,,,,,6293.00,1.15,15.1040000,13.9600000
Kepler-1666 c,1,40.71570000,3.236,0.289,,,,,,6293.00,1.15,15.1040000,13.9600000
Kepler-1667 b,1,83.57810000,2.984,0.266,,,,,,5941.54,1.09,13.5200000,12.4290000
Kepler-1668 b,1,15.43400000,4.348,0.388,,,,,,5542.00,1.02,15.7920000,14.4920000
Kepler-1669 b,1,9.51216000,2.780,0.248,,,,,,4303.00,0.71,16.4730000,14.0450000
Kepler-1669 c,1,1.60932005,1.901,0.170,,,,,,4224.00,0.60,16.4730000,14.0450000
Kepler-167 b,1,4.39316320,1.615,0.144,,,,14.330000,0.02036,4890.00,0.73,14.2840000,12.4460000
Kepler-167 c,1,7.40611400,1.548,0.138,,,,20.300000,0.01952,4890.00,0.73,14.2840000,12.4460000
Kepler-167 d,1,21.80385500,1.194,0.107,,,,41.700000,0.01507,4890.00,0.73,14.2840000,12.4460000
Kepler-167 e,1,1071.23228000,10.150,0.906,,,,560.000000,0.12810,4890.00,0.73,14.2840000,12.4460000
Kepler-1670 b,1,20.49980000,3.356,0.299,,,,,,5838.00,1.52,15.7430000,14.3650000
Kepler-1671 b,1,4.16787000,1.326,0.118,,,,,,5135.55,0.93,13.4390000,11.9640000
Kepler-1672 b,1,150.87800000,2.970,0.265,,,,,,6131.95,1.09,12.5480000,11.3870000
Kepler-1673 b,1,33.78880000,2.936,0.262,,,,,,6014.95,1.13,13.7830000,12.5930000
Kepler-1674 b,1,62.56110000,3.206,0.286,,,,,,5473.91,0.88,15.6970000,14.1910000
Kepler-1675 b,1,63.03820000,3.125,0.279,,,,,,5853.19,1.13,13.6720000,12.5320000
Kepler-1676 b,1,29.92210000,3.377,0.301,,,,,,5878.30,1.06,13.4850000,12.3430000
Kepler-1677 b,1,22.06400000,2.702,0.241,,,,,,6013.72,1.25,13.8060000,12.6050000
Kepler-1678 b,1,147.97400000,3.304,0.295,,,,,,5754.00,0.83,15.0200000,13.7730000
Kepler-1679 b,1,9.75376000,2.069,0.185,,,,,,5501.00,0.87,15.3270000,13.8980000
Kepler-168 b,1,4.42539100,1.460,0.130,,,,,,6282.00,1.11,14.8420000,13.4900000
Kepler-168 c,1,13.19324200,2.690,0.240,,,,,,6282.00,1.11,14.8420000,13.4900000
Kepler-1680 b,1,8.77424000,1.360,0.121,,,,,,5021.00,0.72,13.8500000,12.2670000
Kepler-1681 b,1,69.89560000,2.553,0.228,,,,,,5756.40,,14.6460000,13.1830000
Kepler-1682 b,1,14.83340000,2.889,0.258,,,,,,5619.12,0.84,15.9070000,14.4290000
Kepler-1683 b,1,15.03370000,1.875,0.167,,,,,,5429.00,0.90,14.9620000,13.4750000
Kepler-1684 b,1,47.70550000,2.871,0.256,,,,,,4706.54,0.67,15.9510000,14.1170000
Kepler-1685 b,1,20.49050000,2.577,0.230,,,,,,5484.00,0.84,16.0960000,14.5980000
Kepler-1686 b,1,9.30987000,1.426,0.127,,,,,,5714.96,1.20,13.6610000,12.6590000
Kepler-1687 b,1,5.77954000,1.656,0.148,,,,,,4132.00,0.73,15.9280000,13.4910000
Kepler-1688 b,1,5.62012000,1.262,0.113,,,,,,4632.11,,14.1420000,12.3880000
Kepler-1689 b,1,8.48300000,0.947,0.084,,,,,,5731.43,1.00,12.2270000,11.0650000
Kepler-169 b,1,3.25061900,1.130,0.101,,,,,,4997.00,0.76,14.4240000,12.7290000
Kepler-169 c,1,6.19546900,1.210,0.108,,,,,,4997.00,0.76,14.4240000,12.7290000
Kepler-169 d,1,8.34812500,1.250,0.112,,,,,,4997.00,0.76,14.4240000,12.7290000
Kepler-169 e,1,13.76710200,2.200,0.196,,,,,,4997.00,0.76,14.4240000,12.7290000
Kepler-169 f,1,87.09019500,2.580,0.230,,,,,,4997.00,0.76,14.4240000,12.7290000
Kepler-1690 b,1,234.63600000,2.811,0.251,,,,,,5404.00,0.86,14.8820000,13.4130000
Kepler-1691 b,1,3.84820000,1.835,0.164,,,,,,6000.00,1.13,14.8930000,13.8120000
Kepler-1692 b,1,5.95966000,1.112,0.099,,,,,,5146.00,0.87,14.6740000,13.1760000
Kepler-1693 b,1,12.09990000,1.289,0.115,,,,,,5432.34,0.88,14.8570000,13.5270000
Kepler-1693 c,1,5.36370993,0.977,0.087,,,,,,5553.00,1.10,14.8570000,13.5270000
Kepler-1694 b,1,3.89526000,1.180,0.105,,,,,,4954.00,0.76,14.9010000,13.2880000
Kepler-1695 b,1,4.73290000,1.119,0.100,,,,,,5473.19,0.99,14.7620000,13.4380000
Kepler-1696 b,1,65.94090000,2.810,0.251,,,,,,5712.00,1.20,15.5050000,14.2450000
Kepler-1697 b,1,33.49690000,1.260,0.112,,,,,,4681.53,0.77,13.5560000,11.7600000
Kepler-1698 b,1,1.21070000,1.073,0.096,,,,,,4975.03,0.74,13.0540000,11.4890000
Kepler-1699 b,1,3.49082000,1.567,0.140,,,,,,5575.53,,14.8360000,13.4490000
Kepler-17 b,1,1.48571080,14.680,1.310,778.65000,2.45000,Mass,5.480000,0.13031,5781.00,1.01,14.3140000,12.9920000
Kepler-170 b,1,7.93059200,3.200,0.285,,,,,,5679.00,1.03,14.3440000,13.1430000
Kepler-170 c,1,16.66586300,2.860,0.255,,,,,,5679.00,1.03,14.3440000,13.1430000
Kepler-1700 b,1,234.23900000,2.901,0.259,,,,,,6031.00,1.09,13.7640000,12.6700000
Kepler-1701 b,1,169.13400000,2.222,0.198,,,,,,5146.00,0.84,14.7220000,13.2320000
Kepler-1702 b,1,18.50120000,1.602,0.143,,,,,,5093.00,0.73,16.2310000,14.4110000
Kepler-1704 b,1,988.88113000,11.938,1.065,1318.98789,4.15000,Mass,256.400000,0.06440,5745.00,1.70,13.3920000,12.1380000
Kepler-1705 b,1,9.03502000,2.030,0.181,4.47000,0.01406,Mass,15.210000,,6312.00,1.26,15.8000000,14.2100000
Kepler-1705 c,1,11.28000000,2.050,0.183,5.42000,0.01705,Mass,17.640000,,6312.00,1.26,15.8000000,14.2100000
Kepler-1708 b,1,737.11310000,9.960,0.889,1462.01067,4.60000,Mass,317.900000,0.08180,6157.00,1.12,15.8230000,14.4290000
Kepler-1709 b,1,65.70459747,3.124,0.279,,,,,,5918.00,1.04,11.6420000,10.6270000
Kepler-171 b,1,4.16697200,2.340,0.209,,,,,,5642.00,0.84,15.1010000,13.5860000
Kepler-171 c,1,11.46346200,2.560,0.228,,,,,,5642.00,0.84,15.1010000,13.5860000
Kepler-171 d,1,39.59551900,1.890,0.169,,,,,,5642.00,0.84,15.1010000,13.5860000
Kepler-1710 b,1,14.91110039,3.197,0.285,,,,,,5650.00,0.90,12.6950000,11.4200000
Kepler-1711 b,1,21.06080055,1.923,0.172,,,,,,5706.00,1.03,13.2980000,12.0170000
Kepler-1712 b,1,13.81499958,2.284,0.204,,,,,,3732.00,0.51,14.9460000,12.0090000
Kepler-1713 b,1,18.01160049,1.717,0.153,,,,,,6477.00,1.46,11.0650000,9.9690000
Kepler-1714 b,1,10.27530003,3.264,0.291,,,,,,6150.00,2.09,11.0410000,10.0110000
Kepler-1715 b,1,35.59730148,4.140,0.369,,,,,,6212.00,1.21,12.8810000,11.3380000
Kepler-1716 b,1,35.58100128,2.425,0.216,,,,,,4894.00,0.68,13.1290000,11.4290000
Kepler-1717 b,1,30.65279961,2.989,0.267,,,,,,6200.00,1.64,13.3230000,12.4550000
Kepler-1718 b,1,135.18800350,2.569,0.229,,,,,,5731.00,0.91,12.8210000,11.6800000
Kepler-1719 b,1,6.14955997,3.950,0.352,,,,,,5687.00,1.77,13.4780000,12.1670000
Kepler-172 b,1,2.94030900,2.350,0.210,,,,,,5526.00,1.08,14.7030000,13.1700000
Kepler-172 c,1,6.38899600,2.860,0.255,,,,,,5526.00,1.08,14.7030000,13.1700000
Kepler-172 d,1,14.62711900,2.250,0.201,,,,,,5526.00,1.08,14.7030000,13.1700000
Kepler-172 e,1,35.11873600,2.760,0.246,,,,,,5526.00,1.08,14.7030000,13.1700000
Kepler-1720 b,1,12.70639992,3.216,0.287,,,,,,5573.00,0.84,14.8220000,13.3580000
Kepler-1721 b,1,4.59238005,3.119,0.278,,,,,,5351.00,0.80,15.0850000,13.5450000
Kepler-1722 b,1,9.17856979,2.867,0.256,,,,,,5506.00,0.79,14.9970000,13.4500000
Kepler-1723 b,1,39.75289917,2.880,0.257,,,,,,6072.00,1.01,14.3830000,13.1890000
Kepler-1724 b,1,6.45442009,2.837,0.253,,,,,,6092.00,0.94,14.9610000,13.6660000
Kepler-1725 b,1,16.71990013,2.813,0.251,,,,,,6020.00,1.08,13.1530000,12.0600000
Kepler-1726 b,1,18.39629936,2.509,0.224,,,,,,5316.00,0.80,13.8510000,12.4020000
Kepler-1727 b,1,9.02929974,3.173,0.283,,,,,,5349.00,0.82,15.7510000,13.9310000
Kepler-1728 b,1,4.78299999,2.955,0.264,,,,,,5170.00,0.81,15.2790000,13.6430000
Kepler-1729 b,1,4.22097015,3.894,0.347,,,,,,3837.00,0.52,15.6760000,13.8550000
Kepler-173 b,1,4.26374200,1.290,0.115,,,,,,6031.00,0.95,14.3570000,13.0810000
Kepler-173 c,1,8.00577700,2.430,0.217,,,,,,6031.00,0.95,14.3570000,13.0810000
Kepler-1730 b,1,13.81019974,4.485,0.400,,,,,,5942.00,1.14,15.4780000,14.1970000
Kepler-1731 b,1,21.76129913,2.933,0.262,,,,,,4859.00,0.72,12.7420000,10.9820000
Kepler-1732 b,1,32.31240082,4.099,0.366,,,,,,5821.00,1.49,14.8840000,13.5840000
Kepler-1733 b,1,9.22957993,3.636,0.324,,,,,,6320.00,1.25,15.6120000,14.3460000
Kepler-1734 b,1,6.79685020,3.089,0.276,,,,,,6061.00,0.97,15.5980000,14.2210000
Kepler-1735 b,1,7.71792984,1.194,0.107,,,,,,3975.00,0.51,15.8960000,13.0350000
Kepler-1736 b,1,37.81029892,3.877,0.346,,,,,,6085.00,0.97,14.8080000,13.4720000
Kepler-1737 b,1,64.61750031,5.395,0.481,,,,,,5043.00,0.88,15.4980000,13.8430000
Kepler-1738 b,1,7.67463016,2.825,0.252,,,,,,6063.00,1.00,15.6490000,14.2470000
Kepler-1739 b,1,7.34370995,2.431,0.217,,,,,,5757.00,0.76,14.8990000,13.4920000
Kepler-174 b,1,13.98179000,1.960,0.175,,,,,,4880.00,0.62,14.5300000,12.7910000
Kepler-174 c,1,44.00052900,1.490,0.133,,,,,,4880.00,0.62,14.5300000,12.7910000
Kepler-174 d,1,247.35373000,2.190,0.195,,,,,,4880.00,0.62,14.5300000,12.7910000
Kepler-1740 b,1,8.17240047,3.323,0.296,,,,,,5705.00,0.91,15.4540000,14.0930000
Kepler-1741 b,1,2.75759006,1.273,0.114,,,,,,3683.00,0.42,16.1540000,13.4090000
Kepler-1742 b,1,49.47819901,2.178,0.194,,,,,,5776.00,0.85,14.5120000,13.1870000
Kepler-1743 b,1,7.64971018,1.599,0.143,,,,,,5855.00,1.61,12.0620000,10.8940000
Kepler-1744 b,1,37.10110092,3.768,0.336,,,,,,5986.00,0.85,15.5660000,14.0130000
Kepler-1745 b,1,3.01619005,1.929,0.172,,,,,,5611.00,1.40,14.8540000,13.7230000
Kepler-1746 b,1,321.21200560,8.935,0.797,,,,,,6018.00,1.29,13.5720000,12.4950000
Kepler-1747 b,1,6.23031998,4.265,0.381,,,,,,5477.00,0.86,16.1966000,14.6540000
Kepler-1748 b,1,5.82352018,2.713,0.242,,,,,,5774.00,0.86,16.0040000,14.5610000
Kepler-1749 b,1,14.53409958,1.613,0.144,,,,,,3957.00,0.55,14.9500000,12.6630000
Kepler-175 b,1,11.90351500,2.560,0.228,,,,,,6064.00,1.01,15.2250000,13.7730000
Kepler-175 c,1,34.03525700,3.100,0.277,,,,,,6064.00,1.01,15.2250000,13.7730000
Kepler-1750 b,1,205.91200260,6.004,0.536,,,,,,5644.00,0.97,15.7020000,14.3280000
Kepler-1751 b,1,7.01731014,1.824,0.163,,,,,,6052.00,0.97,15.4550000,14.1100000
Kepler-1752 b,1,56.35850143,4.541,0.405,,,,,,5446.00,0.82,16.0249000,14.4730000
Kepler-1753 b,1,16.00460052,2.227,0.199,,,,,,5180.00,0.77,15.5900000,14.0850000
Kepler-1754 b,1,8.19594955,2.440,0.218,,,,,,4723.00,0.75,16.0070000,14.1180000
Kepler-1755 b,1,24.81209946,5.917,0.528,,,,,,6086.00,0.92,14.5440000,13.2310000
Kepler-1756 b,1,2.35575008,1.472,0.131,,,,,,4915.00,0.81,15.7360000,14.0360000
Kepler-1757 b,1,19.65640068,2.947,0.263,,,,,,5288.00,0.74,15.8170000,14.0340000
Kepler-1758 b,1,9.97721004,2.571,0.229,,,,,,5557.00,1.62,15.1190000,13.7050000
Kepler-1759 b,1,3.72023010,0.904,0.081,,,,,,5017.00,0.80,14.5320000,12.7550000
Kepler-176 b,1,5.43307400,1.430,0.128,,,,,,5232.00,0.89,14.7670000,13.0970000
Kepler-176 c,1,12.75971200,2.600,0.232,,,,,,5232.00,0.89,14.7670000,13.0970000
Kepler-176 d,1,25.75197400,2.510,0.224,,,,,,5232.00,0.89,14.7670000,13.0970000
Kepler-176 e,1,51.16579000,1.450,0.129,,,,,0.01605,5295.00,0.83,14.7670000,13.0970000
